slno,nfamily,n_males,n_females,highest_schooling,n_m_deciders,nfd,village_name,union_name,rings,new_q18,q19,s_w,q07,q08,q18,q20,new_q20,q21,q22,q22a,q23,q24,q25,q26,q26o,q27,q27a,taka_paid,q28,q28o,q29,q30,q31,q31o,q3211,q3212,q3213,q3214,q3215,q3216,q3217,q3218,q3219,q32110,q3221,q3222,q3223,q3224,q3225,q3226,q3227,q3228,q3229,q32210,q3231,q3232,q3233,q3234,q3235,q3236,q3237,q3238,q3239,q32310,q331,q332,q333,q33_9,q34,q34o,comments,q35,q35o,q361,q362,q363,q364,q365,q366,q366o,q36_9,q371,q372,q373,q374,q375,q375o,q37_9,q38,q39,q40,q40a,q41,q42,q43,q44,q44o,q45,q45a,q46,q46o,q47,q48,q49,q49o,q5011,q5012,q5013,q5014,q5015,q5016,q5017,q5018,q5019,q50110,q5021,q5022,q5023,q5024,q5025,q5026,q5027,q5028,q5029,q50210,q5031,q5032,q5033,q5034,q5035,q5036,q5037,q5038,q5039,q50310,q511,q512,q513,q52,q52a,q53,q54,q54a,q55,q56,q56o,q571,q572,q573,q57o,q57_9,q581,q582,q583,q584,q585,q586,q586o,q58_9,q59,q60,q61,q61o,q6211,q6212,q6213,q6214,q6215,q6216,q6217,q6218,q6219,q62110,q6221,q6222,q6223,q6224,q6225,q6226,q6227,q6228,q6229,q62210,q6231,q6232,q6233,q6234,q6235,q6236,q6237,q6238,q6239,q62310,q631,q632,q633,q641,q642,q643,q644,q645,q646,q646o,q651,q652,q653,q654,q655,q656,q656o,q661,q662,q663,q664,q665,q666,q666o,q67,q670,base_bid,base_bid_response,higher_bid,higher_bid_response,lower_bid,lower_bid_response,q71,q72,q73,q74,new_q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q8411,q8412,q8413,q8421,q8422,q8423,q8431,q8432,q8433,q8441,q8442,q8443,q8451,q8452,q8453,q8461,q8462,q8463,q8471,q8472,q8473,q8481,q8482,q8483,q8491,q8492,q8493,q84101,q84102,q84103,q84111,q84112,q84113,q84121,q84122,q84123,q84131,q84132,q84133,q84141,q84142,q84143,q84151,q84152,q84153,q84161,q84162,q84163,q8511,q8512,q8513,q8514,q8515,q8516,q8517,q8521,q8522,q8523,q8524,q8525,q8526,q8527,q8531,q8532,q8533,q8534,q8535,q8536,q8537,q8611,q8612,q8613,q8614,q8615,q8616,q8617,q8621,q8622,q8623,q8624,q8625,q8626,q8627,q8631,q8632,q8633,q8634,q8635,q8636,q8637,q871,q872,q873,q874,q875,q876,q877,q878,q879,q8710,q881,q882,q883,q884,q88o,q891,q892,q893,q894,q895,q896,q89o,q89_9,q901,q902,q911,q912,q921,q922,q931,q932,q933,q934,q935,q936,q937,q938,q939,q9310,q9311,q9312,q9313,q941,q942,q943,q944,q945,q946,q947,q94o,q94_9,q951,q952,q953,q954,q955,q956,q957,q95o,q95_9,q96,q96o,q97,q97o,q98,income,farming_income,nfi,brickwalls,mroof,inc,toilet_now,tage,q38_year,n_users_toilet,same_toilet,emptied,hired_sweeper,taka_paid_hat_xb,taka_paid_hat_se,will_hire_sweeper,by_myself,will_hire_sweeper_hat_xb,will_hire_sweeper_hat_se,check,lowest_hypothetical_wtp,lowest_hypothetical_wtp_hat_xb,lowest_hypothetical_wtp_hat_se,hypothetical_wtp_1,hypothetical_wtp_1_hat_xb,hypothetical_wtp_1_hat_se,next_bid,next_bid_response,highest15,highest610,highest1112,highest13
3126,5,3,2,4,0,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,7,5,10,9,9,10,4,1,2,2,0,56,0,1,,,,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,75,40,20,,,,KG,,,,,,,KG,30,25,15,,,,TK,17,30,17,,,,TK,,,,,,,TK,17,30,17,,,,10,10,9,8,10,7,10,9,8,10,1,2,3,,,1,2,,4,5,,,,20,1,30,2,15,,10,10,9,6,7,10,8,5,10,9,8,6,9,0,0,0,1,0,0,7,RENT LAND,,,,,2,,,1,RENT LAND,,4,SOIL,2,,90000,90000,1,0,1,1,1153.8462,1,4,,5,1,0,0,278.4303,44.275242,1,0,.87692064,.042521007,1,337,360.88855,11.843381,337,367.41794,13.13546,400,1,0,0,1,0
3128,2,1,1,2,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,2,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,8,8,8,10,10,10,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,,,,,,1,,,,,,4,SOIL,2,,40000,40000,1,0,1,1,512.8205,1,4,,2,1,0,0,220.46202,34.177616,1,0,.81393105,.056682922,1,337,351.24799,12.179097,337,340.3804,13.751915,600,0,1,0,0,0
3131,4,3,1,3,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,0,600,,300,1,9,9,6,10,10,10,5,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,AUTO DRIVER,,,,,,,,1,AUTO DRIVER,,4,SOIL,2,,72000,72000,0,0,1,1,923.0769,1,4,,4,1,0,0,258.81342,22.084087,1,0,.80267906,.04096346,1,337,361.78476,13.642229,337,361.49063,13.564445,300,1,0,1,0,0
3132,4,2,2,3,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,0,8,8,5,10,10,10,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL,2,,72000,72000,0,1,1,1,923.0769,1,4,,4,1,0,0,301.27325,27.298086,1,0,.79172885,.042764857,1,337,359.59912,7.2918549,337,365.48325,7.2845798,400,0,0,1,0,0
3135,2,0,2,1,0,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,2,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,0,8,8,8,10,10,10,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,WORK AT OTHER'S HOME,,,,,,,,1,WORK AT OTHER'S HOME,,4,SOIL,2,,36000,36000,0,0,1,1,461.53845,1,4,,2,1,0,0,148.69875,58.997375,1,0,.77749676,.053346723,1,337,342.91666,10.135218,337,334.45459,10.665542,600,0,0,0,0,0
3138,7,4,3,3,0,2,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,7,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,8,7,10,10,10,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,7,DRIVING,,,,,,2,,1,DRIVING,,4,SOIL,2,,252000,252000,0,1,1,1,3230.7693,1,4,,7,1,0,0,475.11993,90.246964,1,0,.84161389,.038744412,1,337,375.91626,9.7676067,337,398.49457,13.841992,400,1,0,1,0,0
3140,5,1,4,3,0,2,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,8,8,8,10,10,10,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,,,,,,1,,2,,,,,4,SOIL,2,,72000,72000,1,1,1,1,923.0769,1,4,,5,1,0,0,333.74045,35.805859,1,0,.74577469,.047406677,1,337,365.67075,6.945024,337,373.56491,7.9652596,600,0,0,1,0,0
3141,2,1,1,2,0,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,2,2,,1,2,12,2,,1,300,300,6,,12,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,8,8,8,10,10,10,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,AUTO DRIVER,,,,,,,,1,AUTO DRIVING,,4,SOIL,2,,72000,72000,0,0,1,1,923.0769,1,4,,2,1,1,1,241.87648,27.802204,1,0,.82653743,.056541864,1,337,352.8093,11.444911,337,342.84335,12.821484,700,0,1,0,0,0
3145,4,2,2,2,0,2,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,0,5,10,10,10,6,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,1,,,,,,,4,SOIL,2,,70000,70000,1,0,1,1,897.43591,1,4,,4,1,0,0,283.46683,31.358248,1,0,.79225951,.055537999,1,337,359.51492,9.6595945,337,356.30884,9.5178823,400,1,1,0,0,0
3147,5,3,2,5,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,5,5,5,2,,1,1,12,2,,1,400,400,6,,12,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,9,9,7,10,10,10,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,FISH BUSINESS,,,,,,,,1,FISH BUSINESS,,4,SIOL,2,,170000,170000,0,0,1,1,2179.4871,1,5,,5,1,1,1,303.33459,83.50103,1,0,.78404188,.072497018,1,337,359.59088,14.700384,400,367.31631,17.787477,600,0,0,0,0,1
3149,4,1,3,3,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,5,5,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,0,600,,300,1,8,0,5,10,10,10,6,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,1,,,,,,,4,SOIL,2,,45000,45000,1,0,1,1,576.9231,1,5,,4,1,0,0,260.84589,29.59024,1,0,.79391241,.043181803,1,337,359.78848,14.021769,337,361.07245,14.330874,300,1,0,1,0,0
3151,6,4,2,3,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,5,5,6,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,9,8,7,10,10,10,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL,2,,100000,100000,0,1,1,1,1282.0513,1,5,,6,1,0,0,361.03494,29.71604,1,0,.82955772,.0381,1,337,361.74948,7.750464,337,380.37375,9.3845282,400,1,0,1,0,0
3153,6,4,2,3,0,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,,,6,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,0,600,,300,1,8,8,9,10,10,10,3,1,2,2,40,0,0,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,40,30,25,,,800,KG,,,,,,,KG,20,15,15,,,600,TK,16,30,16,,,2,TK,,,,,,,TK,16,30,16,,,2,10,10,10,10,10,10,8,9,10,10,1,2,3,,,1,2,3,,,,,,15,1,20,2,10,,10,10,10,10,10,10,10,9,8,7,10,10,10,1,0,1,0,0,0,,,,1,,2,,,,,,,4,SOIL,2,,72000,72000,1,0,1,1,923.0769,1,,,6,1,0,0,,,1,0,,,1,337,,,337,,,300,1,0,1,0,0
3157,5,3,2,2,1,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,5,2,,,2,1,2,,1,300,300,6,,1,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,0,9,4,7,10,10,10,5,1,2,2,84,0,0,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,60,60,24,,,500,KG,,,,,,,KG,30,30,12,,,500,TK,20,30,20,,,2,TK,,,,,,,TK,20,30,20,,,2,8,10,10,8,10,10,10,10,7,8,1,2,3,,,1,2,3,,,,,,5,1,10,1,2,,10,10,10,5,5,10,10,10,10,10,7,10,10,1,0,0,0,1,0,,,,1,,,,2,,,,,4,SOIL,2,,60000,60000,1,1,1,1,769.23077,1,4,,5,1,0,0,307.69055,32.352036,1,0,.8482523,.041131854,1,337,352.23285,7.3832865,337,362.52554,8.3659143,600,0,1,0,0,0
3158,5,3,2,3,0,1,Goari,Birunia,2,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,0,8,10,10,10,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,1,,,,4,SOIL,2,,72000,72000,0,1,1,1,923.0769,1,4,,5,1,0,0,311.7348,30.549135,1,0,.80419296,.04009128,1,337,360.33066,7.7842827,337,371.02097,8.0776424,400,1,0,1,0,0
3160,4,2,2,5,0,1,Goari,Birunia,6,1,1,6.8774705,BHALUKA,MYMENSINGH,yes,5,5,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,9,5,7,10,10,9,5,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,,,,,,1,,,,,,4,SOIL,2,,90000,90000,1,0,1,1,1153.8462,1,5,,4,1,0,0,195.45432,91.986008,1,0,.80784738,.071090877,1,337,344.34775,17.203304,337,347.65768,19.897207,700,0,0,0,0,1
3218,5,1,4,3,1,1,Bakshbari,Birunia,2,1,2,7.840909,BHALUKA,MYMENSINGH,yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,4,,,,,,2,,,,,,24,4,2,,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,6,8,7,10,10,10,10,1,2,2,70,0,0,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,70,,,65,,70,KG,,,,,,,KG,,,,,,,TK,18,,,35,,OWN,TK,,,,,,,TK,,,,,,,10,9,10,10,10,10,10,9,8,10,1,2,,,,1,2,3,4,,,,,15,1,20,2,10,,10,10,10,10,10,10,9,10,10,10,9,10,10,1,0,0,0,1,0,,,,1,,,,2,,,,,4,SOIL,2,,50000,50000,1,1,1,1,641.02563,1,2,2,4,0,0,0,256.81049,49.722301,1,0,.79178607,.049601037,1,337,360.61508,10.081721,337,366.00778,9.9128485,600,0,0,1,0,0
3220,3,1,2,3,1,2,Bakshbari,Birunia,2,2,,7.840909,BHALUKA,MYMENSINGH,no,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,5,1,2,7,4,,,,,,,,,,,,,,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,600,0,700,,400,1,7,6,7,8,8,9,7,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,3,,2,,105000,105000,0,1,0,1,1346.1538,0,,,,0,0,0,,,1,0,,,1,337,,,337,,,400,1,0,1,0,0
3222,7,4,3,3,1,1,Bakshbari,Birunia,2,1,1,7.840909,BHALUKA,MYMENSINGH,yes,3,3,20,1,13,1,1,12,2,,1,600,600,3,,12,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PADDY,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,1,700,0,400,,6,5,8,9,9,10,7,1,2,2,84,0,0,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,40,50,10,,,200,KG,15,5,,,,,KG,,,,,,,TK,20,28,14,,,,TK,20,30,,,,,TK,,,,,,,3,8,5,4,8,7,7,6,4,3,1,2,,,,,2,,,5,,,,5,1,10,2,2,,8,7,5,8,7,7,7,6,7,7,4,6,3,1,0,0,0,0,1,,,,2,,,,,1,,,,3,,2,,110000,110000,1,1,0,1,1410.2565,1,3,,20,1,1,1,363.35474,44.397247,1,0,.86210608,.049852561,1,337,377.48215,11.099519,600,399.89124,11.648494,700,0,0,1,0,0
